BLEU,TER
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.5,0.25
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,0.25
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.7071067811865476,0.25
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.05341087579952926,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
1.0,0.75
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.05341087579952926,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.5,0.25
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.7071067811865476,0.6666666666666666
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,0.25
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.040583489434387374,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.16186478197091597,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,0.25
0.30934850332660563,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.6666666666666666
0.16186478197091597,1.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.30934850332660563,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.30934850332660563,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.30934850332660563,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.5,0.25
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.05341087579952926,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.2259005009024612,1.0
0.8408964152537145,0.0
0.8408964152537145,0.75
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.7071067811865476,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.30934850332660563,1.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.30934850332660563,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,0.0
0.5,0.75
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.7071067811865476,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,0.8
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.5,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,1.0
0.2259005009024612,0.5
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.8333333333333334
0.7071067811865476,0.25
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
1.0,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.5,0.25
0.7071067811865476,0.25
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.5,1.0
0.2259005009024612,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.6666666666666666
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,1.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
1.0,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.5,1.0
0.8408964152537145,0.0
0.8408964152537145,0.0
0.8408964152537145,1.0
1.0,0.75
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
0.8408964152537145,1.0
0.8408964152537145,0.0
0.8408964152537145,1.0
